LIST,IP_ADDRESS,SITE_CODE,CANONICAL_LOCATION,NET_TYPE,CIDR,HOST_MASTER_MATCH,SERVER_NAME,PRIMARY_ACRONYM,APM_IDS,APP_ACRONYMS,BUSINESS_UNIT,HERITAGE,TECH_OWNER,GATEWAY_OBJECT_NAME,PARENT_FW_SERIAL,PARENT_DEVICE_GROUPS,PARENT_AMBIGUOUS,EVENT_COUNT,TOTAL_VISIT_VOLUME,FIRST_SEEN,LAST_SEEN,NOTES
CORRELATION_LOG_SOURCE_IP,10.141.10.166,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,22,2025/11/24 12:44:42,2025/11/24 12:44:42,
CORRELATION_LOG_SOURCE_IP,10.141.10.222,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,3,64,2025/08/21 12:15:28,2025/09/02 15:17:09,
CORRELATION_LOG_SOURCE_IP,10.141.10.232,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,2,130,2026/02/17 03:11:20,2026/02/23 05:24:53,
CORRELATION_LOG_SOURCE_IP,10.141.10.235,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,41,2025/12/16 03:47:53,2025/12/16 03:47:53,
CORRELATION_LOG_SOURCE_IP,10.141.10.247,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,4,147,2025/12/11 10:39:09,2025/12/19 11:15:13,
CORRELATION_LOG_SOURCE_IP,10.141.10.252,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,23,2025/09/03 08:04:25,2025/09/03 08:04:25,
CORRELATION_LOG_SOURCE_IP,10.141.10.27,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,2,38,2025/10/06 09:32:46,2025/10/08 09:04:21,
CORRELATION_LOG_SOURCE_IP,10.141.10.35,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,11,2026/01/20 11:41:15,2026/01/20 11:41:15,
CORRELATION_LOG_SOURCE_IP,10.141.12.149,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,25,2025/12/23 13:57:07,2025/12/23 13:57:07,
CORRELATION_LOG_SOURCE_IP,10.141.12.165,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,19,2025/12/15 01:48:18,2025/12/15 01:48:18,
CORRELATION_LOG_SOURCE_IP,10.141.12.241,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,2,53,2025/12/29 06:32:52,2026/02/16 12:35:56,
CORRELATION_LOG_SOURCE_IP,10.141.12.242,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,35,2025/12/17 03:28:23,2025/12/17 03:28:23,
CORRELATION_LOG_SOURCE_IP,10.141.12.255,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,11,2025/12/18 10:17:37,2025/12/18 10:17:37,
CORRELATION_LOG_SOURCE_IP,10.141.12.51,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,12,2025/12/08 12:32:47,2025/12/08 12:32:47,
CORRELATION_LOG_SOURCE_IP,10.141.12.69,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,31,2025/08/22 18:14:07,2025/08/22 18:14:07,
CORRELATION_LOG_SOURCE_IP,10.141.13.11,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,13,2025/12/12 09:39:50,2025/12/12 09:39:50,
CORRELATION_LOG_SOURCE_IP,10.141.13.35,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,13,2026/02/18 15:00:55,2026/02/18 15:00:55,
CORRELATION_LOG_SOURCE_IP,10.141.14.127,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,18,2025/09/13 13:42:39,2025/09/13 13:42:39,
CORRELATION_LOG_SOURCE_IP,10.141.14.15,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,2,88,2025/12/03 15:03:57,2025/12/10 15:25:41,
CORRELATION_LOG_SOURCE_IP,10.141.14.195,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,23,2025/12/09 13:55:40,2025/12/09 13:55:40,
CORRELATION_LOG_SOURCE_IP,10.141.14.56,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,4,210,2025/10/16 08:27:18,2026/02/17 08:29:14,
CORRELATION_LOG_SOURCE_IP,10.141.14.69,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,100,2025/09/09 15:29:41,2025/09/09 15:29:41,
CORRELATION_LOG_SOURCE_IP,10.141.14.80,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,3,180,2025/08/25 08:45:00,2025/10/21 20:48:15,
CORRELATION_LOG_SOURCE_IP,10.141.14.95,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/20,N,,,,,,,,,,,,1,19,2025/09/22 21:23:32,2025/09/22 21:23:32,
CORRELATION_LOG_SOURCE_IP,10.141.16.219,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.16.0/24,N,,,,,,,,,,,,1,32,2026/01/21 16:16:03,2026/01/21 16:16:03,
CORRELATION_LOG_SOURCE_IP,10.141.16.95,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.16.0/24,N,,,,,,,,,,,,1,100,2026/01/29 07:34:18,2026/01/29 07:34:18,
CORRELATION_LOG_SOURCE_IP,10.141.160.218,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,21,2025/09/15 06:24:18,2025/09/15 06:24:18,
CORRELATION_LOG_SOURCE_IP,10.141.161.45,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,16,2025/09/12 05:25:39,2025/09/12 05:25:39,
CORRELATION_LOG_SOURCE_IP,10.141.161.87,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,31,2025/10/06 12:30:45,2025/10/06 12:30:45,
CORRELATION_LOG_SOURCE_IP,10.141.162.145,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,13,2025/09/08 11:51:20,2025/09/08 11:51:20,
CORRELATION_LOG_SOURCE_IP,10.141.162.91,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,48,2025/09/03 12:14:58,2025/09/03 12:14:58,
CORRELATION_LOG_SOURCE_IP,10.141.163.113,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,30,2025/11/30 15:55:24,2025/11/30 15:55:24,
CORRELATION_LOG_SOURCE_IP,10.141.163.120,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,14,2025/12/02 12:05:46,2025/12/02 12:05:46,
CORRELATION_LOG_SOURCE_IP,10.141.163.139,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,49,2026/02/09 14:05:50,2026/02/09 14:05:50,
CORRELATION_LOG_SOURCE_IP,10.141.163.162,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,18,2026/02/02 23:24:19,2026/02/02 23:24:19,
CORRELATION_LOG_SOURCE_IP,10.141.163.167,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,4,187,2025/08/25 19:05:25,2026/02/11 07:26:31,
CORRELATION_LOG_SOURCE_IP,10.141.163.194,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,100,2025/10/29 17:18:24,2025/10/29 17:18:24,
CORRELATION_LOG_SOURCE_IP,10.141.163.201,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,12,2025/12/15 16:51:43,2025/12/15 16:51:43,
CORRELATION_LOG_SOURCE_IP,10.141.163.227,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,11,2025/09/18 12:13:13,2025/09/18 12:13:13,
CORRELATION_LOG_SOURCE_IP,10.141.163.33,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,13,2026/02/09 12:23:33,2026/02/09 12:23:33,
CORRELATION_LOG_SOURCE_IP,10.141.163.51,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,3,138,2025/11/19 09:12:44,2025/12/10 14:00:39,
CORRELATION_LOG_SOURCE_IP,10.141.163.6,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,12,2025/09/04 11:04:37,2025/09/04 11:04:37,
CORRELATION_LOG_SOURCE_IP,10.141.163.78,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,17,2026/01/20 13:12:35,2026/01/20 13:12:35,
CORRELATION_LOG_SOURCE_IP,10.141.164.192,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,17,2025/09/25 15:40:30,2025/09/25 15:40:30,
CORRELATION_LOG_SOURCE_IP,10.141.164.214,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,35,2025/09/14 16:59:26,2025/09/14 16:59:26,
CORRELATION_LOG_SOURCE_IP,10.141.164.221,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,22,2026/01/20 07:28:47,2026/01/20 07:28:47,
CORRELATION_LOG_SOURCE_IP,10.141.164.240,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,13,2025/09/18 13:39:49,2025/09/18 13:39:49,
CORRELATION_LOG_SOURCE_IP,10.141.164.241,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,11,2025/11/21 16:50:26,2025/11/21 16:50:26,
CORRELATION_LOG_SOURCE_IP,10.141.164.75,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,2,56,2026/01/07 08:13:28,2026/01/26 19:59:28,
CORRELATION_LOG_SOURCE_IP,10.141.165.197,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,41,2026/02/05 09:59:07,2026/02/05 09:59:07,
CORRELATION_LOG_SOURCE_IP,10.141.165.99,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,4,91,2025/10/21 15:11:46,2026/02/27 15:55:34,
CORRELATION_LOG_SOURCE_IP,10.141.166.100,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,12,2025/09/04 09:35:31,2025/09/04 09:35:31,
CORRELATION_LOG_SOURCE_IP,10.141.166.149,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,18,2026/01/06 12:17:56,2026/01/06 12:17:56,
CORRELATION_LOG_SOURCE_IP,10.141.166.198,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,2,26,2025/12/03 11:19:24,2025/12/05 14:19:31,
CORRELATION_LOG_SOURCE_IP,10.141.166.224,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,16,2025/11/29 11:43:40,2025/11/29 11:43:40,
CORRELATION_LOG_SOURCE_IP,10.141.166.42,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,4,235,2025/09/12 16:16:31,2025/10/09 16:00:38,
CORRELATION_LOG_SOURCE_IP,10.141.167.112,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,2,28,2025/10/01 06:37:05,2025/11/19 05:53:11,
CORRELATION_LOG_SOURCE_IP,10.141.167.206,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,14,2026/01/09 13:15:49,2026/01/09 13:15:49,
CORRELATION_LOG_SOURCE_IP,10.141.167.218,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,17,2025/09/10 09:25:26,2025/09/10 09:25:26,
CORRELATION_LOG_SOURCE_IP,10.141.167.3,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,11,2025/10/31 10:18:25,2025/10/31 10:18:25,
CORRELATION_LOG_SOURCE_IP,10.141.167.50,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,5,77,2025/11/29 16:22:59,2026/02/27 09:34:20,
CORRELATION_LOG_SOURCE_IP,10.141.168.243,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,12,2025/09/25 09:56:25,2025/09/25 09:56:25,
CORRELATION_LOG_SOURCE_IP,10.141.169.193,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,73,2026/02/03 13:59:17,2026/02/03 13:59:17,
CORRELATION_LOG_SOURCE_IP,10.141.169.216,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,14,757,2025/09/11 13:53:43,2025/10/17 11:00:00,
CORRELATION_LOG_SOURCE_IP,10.141.169.217,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,3,38,2025/09/08 18:11:44,2025/09/24 18:23:29,
CORRELATION_LOG_SOURCE_IP,10.141.169.234,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,100,2025/10/15 10:13:28,2025/10/15 10:13:28,
CORRELATION_LOG_SOURCE_IP,10.141.169.238,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,33,2025/11/09 01:37:23,2025/11/09 01:37:23,
CORRELATION_LOG_SOURCE_IP,10.141.169.89,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,16,2025/11/17 11:53:45,2025/11/17 11:53:45,
CORRELATION_LOG_SOURCE_IP,10.141.17.118,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.16.0/20,N,,,,,,,,,,,,17,646,2025/09/16 05:40:48,2025/12/23 06:55:07,
CORRELATION_LOG_SOURCE_IP,10.141.17.135,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.16.0/20,N,,,,,,,,,,,,1,17,2025/08/22 15:14:31,2025/08/22 15:14:31,
CORRELATION_LOG_SOURCE_IP,10.141.17.212,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.16.0/20,N,,,,,,,,,,,,87,8008,2025/08/21 12:24:41,2026/02/25 19:44:46,
CORRELATION_LOG_SOURCE_IP,10.141.17.238,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.16.0/20,N,,,,,,,,,,,,1,45,2025/11/26 13:11:51,2025/11/26 13:11:51,
CORRELATION_LOG_SOURCE_IP,10.141.17.40,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.16.0/20,N,,,,,,,,,,,,1,61,2025/08/29 16:59:05,2025/08/29 16:59:05,
CORRELATION_LOG_SOURCE_IP,10.141.170.11,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,7,166,2025/10/08 15:18:55,2025/11/20 12:53:20,
CORRELATION_LOG_SOURCE_IP,10.141.170.168,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,100,2025/10/03 05:31:39,2025/10/03 05:31:39,
CORRELATION_LOG_SOURCE_IP,10.141.170.197,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,1,17,2026/02/11 12:48:49,2026/02/11 12:48:49,
CORRELATION_LOG_SOURCE_IP,10.141.170.43,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,2,116,2025/09/12 19:39:33,2025/09/24 19:59:34,
CORRELATION_LOG_SOURCE_IP,10.141.171.236,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,10,603,2025/09/19 20:34:56,2025/10/09 10:47:53,
CORRELATION_LOG_SOURCE_IP,10.141.172.11,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.160.0/20,N,,,,,,,,,,,,10,770,2025/09/11 18:43:09,2025/10/09 08:39:46,
CORRELATION_LOG_SOURCE_IP,10.141.176.10,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,18,2025/10/02 17:44:07,2025/10/02 17:44:07,
CORRELATION_LOG_SOURCE_IP,10.141.176.107,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,18,2025/10/28 11:47:35,2025/10/28 11:47:35,
CORRELATION_LOG_SOURCE_IP,10.141.176.115,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,14,2026/01/10 11:02:05,2026/01/10 11:02:05,
CORRELATION_LOG_SOURCE_IP,10.141.176.144,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,12,2026/02/11 10:27:16,2026/02/11 10:27:16,
CORRELATION_LOG_SOURCE_IP,10.141.176.158,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,12,2025/12/24 09:11:42,2025/12/24 09:11:42,
CORRELATION_LOG_SOURCE_IP,10.141.176.162,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,13,1109,2025/10/23 18:49:24,2026/02/10 18:33:34,
CORRELATION_LOG_SOURCE_IP,10.141.176.210,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,100,2025/09/08 09:48:00,2025/09/08 09:48:00,
CORRELATION_LOG_SOURCE_IP,10.141.177.103,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,2,76,2025/09/23 07:27:28,2025/10/17 06:41:11,
CORRELATION_LOG_SOURCE_IP,10.141.177.107,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,3,64,2025/09/24 12:45:32,2025/10/01 12:44:50,
CORRELATION_LOG_SOURCE_IP,10.141.177.130,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,22,2025/09/24 13:19:45,2025/09/24 13:19:45,
CORRELATION_LOG_SOURCE_IP,10.141.177.154,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,12,2025/08/21 14:41:35,2025/08/21 14:41:35,
CORRELATION_LOG_SOURCE_IP,10.141.177.175,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,16,2025/11/20 11:35:05,2025/11/20 11:35:05,
CORRELATION_LOG_SOURCE_IP,10.141.177.192,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,16,2025/12/18 16:33:31,2025/12/18 16:33:31,
CORRELATION_LOG_SOURCE_IP,10.141.177.195,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,3,131,2025/09/10 09:03:06,2025/09/29 11:18:32,
CORRELATION_LOG_SOURCE_IP,10.141.177.221,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,2,95,2025/11/05 05:45:17,2025/11/07 10:15:11,
CORRELATION_LOG_SOURCE_IP,10.141.177.90,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,35,2025/10/02 16:45:54,2025/10/02 16:45:54,
CORRELATION_LOG_SOURCE_IP,10.141.178.136,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,16,2025/08/22 18:37:37,2025/08/22 18:37:37,
CORRELATION_LOG_SOURCE_IP,10.141.178.144,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,13,2026/02/20 06:00:03,2026/02/20 06:00:03,
CORRELATION_LOG_SOURCE_IP,10.141.178.21,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,14,2025/08/25 16:44:12,2025/08/25 16:44:12,
CORRELATION_LOG_SOURCE_IP,10.141.178.23,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,3,94,2025/09/16 18:24:20,2025/11/12 19:01:24,
CORRELATION_LOG_SOURCE_IP,10.141.178.39,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,1,22,2026/02/10 05:36:30,2026/02/10 05:36:30,
CORRELATION_LOG_SOURCE_IP,10.141.178.44,US_AZR_UE2_IS,Cloud - Azure East US 2,User-Access-VDI,10.141.0.0/16,N,,,,,,,,,,,,2,90,2025/11/14 04:57:11,2026/01/08 07:30:34,
